id,zipcode,lat,long,School_Name,School_Zipcode,District,School_Type,Distance to School(miles)
2324079073,98024,47.5481,-121.886,Cascade View Elementary School-Snoqualmie,98065,SNOQUALMIE VALLEY,School-Elementary,1.17613586
2817210420,98070,47.3733,-122.422,Vashon Island High School,98070,VASHON ISLAND,School-High,3.80361909
1402200440,98058,47.44,-122.145,Carriage Crest Elementary School,98058,KENT,School-Elementary,0.58250882
1545808370,98038,47.3601,-122.046,Tahoma High School,98038,TAHOMA,School-High,0.82149025
7335400500,98002,47.3057,-122.216,Valley Christian School,98002,AUBURN,School-Elementary,0.23692572
1843130980,98042,47.3732,-122.129,Kentwood High School,98042,KENT,School-High,0.50379228
9262800255,98001,47.3088,-122.273,Evergreen Heights Elementary School,98001,AUBURN,School-Elementary,0.84366951
8656800190,98014,47.6724,-121.865,Riverview Learning Center,98014,RIVERVIEW,School-Alternative,2.43242993
2113700235,98106,47.5304,-122.353,Highland Park Elementary School,98106,SEATTLE,School-Elementary,0.41270717
4235400255,98199,47.6604,-122.401,Lawton Elementary School,98199,SEATTLE,School-Elementary,0.56657493
8691360380,98075,47.6002,-121.98,Cascade Ridge Elementary School,98075,ISSAQUAH,School-Elementary,0.69623612
2205500080,98006,47.5747,-122.145,Eastgate Elementary School,98006,BELLEVUE,School-Elementary,0.45639176
4137000250,98092,47.262,-122.22,Ilalko Elementary School,98092,AUBURN,School-Elementary,0.37608995
2310010050,98038,47.3568,-122.038,Tahoma High School,98038,TAHOMA,School-High,0.4336674
1370802115,98199,47.6413,-122.405,Catharine Blaine K-8 School,98199,SEATTLE,School-Elementary,0.23745529
6117900010,98166,47.4294,-122.343,Marvista Elementary School,98166,HIGHLINE,School-Elementary,0.30504428
2626069030,98053,47.7097,-122.013,Laura Ingalls Wilder Elementary School,98077,LAKE WASHINGTON,School-Elementary,1.50042093
9407102360,98045,47.4434,-121.774,Opstad Elementary School,98045,SNOQUALMIE VALLEY,School-Elementary,2.55886312
104510440,98023,47.3146,-122.351,Silver Lake Elementary School,98023,FEDERAL WAY,School-Elementary,0.31031852
7519000170,98117,47.6838,-122.362,Greenwood Elementary School,98117,SEATTLE,School-Elementary,0.25667154
7852140100,98065,47.5396,-121.882,Cascade View Elementary School-Snoqualmie,98065,SNOQUALMIE VALLEY,School-Elementary,0.56859274
5522600205,98117,47.7013,-122.369,Viewlands Elementary School,98177,SEATTLE,School-Elementary,0.4878278
1370802620,98199,47.6384,-122.403,Catharine Blaine K-8 School,98199,SEATTLE,School-Elementary,0.32530691
8079100210,98029,47.5648,-122.01,Pacific Cascade Middle School,98029,ISSAQUAH,School-Junior High/Middle,0.36720993
644200040,98004,47.5871,-122.192,Enatai Elementary School,98004,BELLEVUE,School-Elementary,0.34688739
9808640090,98033,47.6506,-122.202,Emerson K-12,98033,LAKE WASHINGTON,School-Alternative,0.44149396
5104531120,98038,47.3525,-122.002,Glacier Park Elementary School,98038,TAHOMA,School-Elementary,1.10625718
3575303970,98074,47.6169,-122.062,Margaret Mead Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.72977142
6413100090,98125,47.7132,-122.321,Hazel Wolf K-8 School,98125,SEATTLE,School-Alternative,0.29751629
2475200870,98055,47.4723,-122.19,Tiffany Park Elementary School,98058,RENTON,School-Elementary,0.72515925
3423059081,98058,47.4305,-122.157,Lake Youngs Elementary School,98042,KENT,School-Elementary,0.39697732
1137410040,98059,47.5012,-122.15,Hazen High School,98059,RENTON,School-High,0.11362156
3352400330,98178,47.5039,-122.266,Rainier View Elementary School-Seattle,98178,SEATTLE,School-Elementary,0.37148534
2781320100,98022,47.1764,-122.026,Sunrise Elementary School-Enumclaw,98022,ENUMCLAW,School-Elementary,0.82204484
8894000040,98177,47.7128,-122.365,Viewlands Elementary School,98177,SEATTLE,School-Elementary,0.50390947
3333000775,98118,47.5433,-122.283,Aki Kurose Middle School,98118,SEATTLE,School-Junior High/Middle,0.21363119
9274204230,98116,47.5859,-122.385,Lafayette Elementary School,98116,SEATTLE,School-Elementary,0.42414566
3972900025,98155,47.7661,-122.313,St. Mark Parish School,98155,SHORELINE,School-Elementary,0.36087729
1159400220,98005,47.6154,-122.168,Cedar Park Christian International School,98005,BELLEVUE,School-Elementary,0.64778273
3876313030,98072,47.7352,-122.17,Woodmoor Elementary School,98011,NORTHSHORE,School-Elementary,0.54344021
2856100515,98117,47.6768,-122.39,Adams Elementary School,98107,SEATTLE,School-Elementary,0.24800941
4239400730,98092,47.3155,-122.182,Green River College,98092,AUBURN,School-College or University,0.32288198
1826059042,98011,47.7397,-122.209,Inglemoor High School,98028,NORTHSHORE,School-High,0.64444467
3869900155,98136,47.5426,-122.387,Gatewood Elementary School,98136,SEATTLE,School-Elementary,0.17628599
2600010220,98006,47.559,-122.162,Forest Ridge School of the Sacred Heart,98006,BELLEVUE,School-Junior High/Middle,0.28578534
9290870040,98053,47.6854,-122.053,The Bear Creek School,98053,LAKE WASHINGTON,School-K-12,0.6488858
5347200175,98126,47.5185,-122.376,Roxhill Elementary School,98126,SEATTLE,School-Elementary,0.2614312
3810000455,98178,47.4984,-122.23,Bryn Mawr Elementary School,98178,RENTON,School-Elementary,0.04057995
1962200037,98102,47.6498,-122.321,TOPS K-8 School (The Option Program at Seward),98102,SEATTLE,School-Alternative,0.53868777
795001930,98168,47.5081,-122.33,Our Lady of Lourdes School,98168,HIGHLINE,School-Elementary,0.5691862
3905080730,98029,47.5689,-121.995,Endeavor Elementary School,98029,ISSAQUAH,School-Elementary,0.33124752
8651611110,98074,47.6338,-122.063,Elizabeth Blackwell Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.38859809
5411600210,98074,47.6136,-122.041,Eastlake High School,98074,LAKE WASHINGTON,School-High,0.47549026
7519000665,98117,47.6853,-122.362,Greenwood Elementary School,98117,SEATTLE,School-Elementary,0.16412446
4217400120,98105,47.6604,-122.28,Laurelhurst Elementary School,98105,SEATTLE,School-Elementary,0.15937681
3586500665,98177,47.7553,-122.37,Shoreline Community College,98133,SHORELINE,School-College or University,0.72074336
2582500110,98092,47.3287,-122.169,Lea Hill Elementary School,98092,AUBURN,School-Elementary,0.39382697
6749700031,98103,47.6977,-122.349,Robert Eagle Staff Middle School,98103,SEATTLE,School-Junior High/Middle,0.43481951
4136800205,98178,47.4982,-122.221,Bryn Mawr Elementary School,98178,RENTON,School-Elementary,0.38865581
3438503120,98106,47.5393,-122.351,Captain Stephen E. Sanislo Elementary School,98106,SEATTLE,School-Elementary,0.35812743
1922069089,98042,47.3836,-122.082,Maple View Middle School,98042,TAHOMA,School-Junior High/Middle,0.94901869
4099501215,98040,47.5885,-122.245,West Mercer Elementary School,98040,MERCER ISLAND,School-Elementary,1.33105549
3325069025,98074,47.6064,-122.039,Skyline High School,98075,ISSAQUAH,School-High,0.56363628
4058200985,98178,47.5044,-122.235,Lakeridge Elementary School-Renton,98178,RENTON,School-Elementary,0.39196059
3031200246,98118,47.5369,-122.291,Van Asselt Elementary School,98108,SEATTLE,School-Elementary,0.22325257
624101110,98077,47.7241,-122.065,Laura Ingalls Wilder Elementary School,98077,LAKE WASHINGTON,School-Elementary,1.12509942
4046700210,98014,47.6886,-121.911,Stillwater Elementary School,98014,RIVERVIEW,School-Elementary,0.82661512
2916200065,98133,47.723,-122.353,Broadview-Thomson K-8 School,98133,SEATTLE,School-Elementary,0.131549
6141100038,98133,47.7184,-122.355,Christ the King School,98133,SEATTLE,School-Elementary,0.3165274
2806800090,98011,47.7763,-122.209,Saint Brendan Catholic School,98011,NORTHSHORE,School-Elementary,0.5362161
312000265,98136,47.557,-122.395,Genesee Hill Elementary School,98116,SEATTLE,School-Elementary,0.59202723
2938200040,98022,47.2021,-122.002,Green River College - Enumclaw Campus,98022,ENUMCLAW,School-College or University,0.48829121
114101161,98028,47.7592,-122.23,Bothell High School,98011,NORTHSHORE,School-High,0.52042629
1862400353,98117,47.6963,-122.367,Whitman Middle School,98117,SEATTLE,School-Junior High/Middle,0.49439167
179000100,98168,47.4927,-122.28,Rainier View Elementary School-Seattle,98178,SEATTLE,School-Elementary,0.89360978
7812800865,98178,47.4925,-122.239,Dimmit Middle School,98178,RENTON,School-Junior High/Middle,0.31321603
809002390,98109,47.6368,-122.351,Queen Anne Elementary School,98109,SEATTLE,School-Alternative,0.12398289
2925059294,98004,47.6217,-122.192,Seattle University Eastside Center,98004,BELLEVUE,School-College or University,0.66459354
7574200210,98010,47.3354,-122.031,Sawyer Woods Elementary School,98010,KENT,School-Elementary,0.92561622
5634500775,98028,47.7516,-122.237,Moorlands Elementary School,98028,NORTHSHORE,School-Elementary,0.93852426
8965460090,98006,47.5599,-122.118,Cougar Ridge Elementary School,98006,ISSAQUAH,School-Elementary,0.14320398
1796350300,98042,47.3682,-122.096,Rainier Christian High School,98042,KENT,School-High,0.33885982
428000150,98056,47.5104,-122.171,Sierra Heights Elementary School,98059,RENTON,School-Elementary,0.35696394
2323089009,98045,47.4619,-121.744,Twin Falls Middle School,98045,SNOQUALMIE VALLEY,School-Junior High/Middle,1.58862238
3528900735,98109,47.6413,-122.346,Seattle Country Day School,98109,SEATTLE,School-Elementary,0.25995847
3904100220,98118,47.5317,-122.276,Wing Luke Elementary School,98118,SEATTLE,School-Elementary,0.42094492
254000735,98146,47.5122,-122.383,Arbor Heights Elementary School,98146,SEATTLE,School-Elementary,0.30595485
7893205080,98198,47.4202,-122.331,North Hill Elementary School,98148,HIGHLINE,School-Elementary,0.36608383
4397010300,98042,47.3828,-122.148,Meridian Elementary School,98042,KENT,School-Elementary,0.83907356
1150000740,98029,47.561,-122.018,Pacific Cascade Middle School,98029,ISSAQUAH,School-Junior High/Middle,0.35847581
1926049141,98133,47.734,-122.353,Northwest School for Deaf and Hard-of-Hearing Children,98133,SHORELINE,School-Elementary,0.48041525
7011201016,98119,47.6373,-122.369,Frantz H. Coe Elementary School,98119,SEATTLE,School-Elementary,0.27250366
3028200100,98168,47.4801,-122.315,Cedarhurst Elementary School,98168,HIGHLINE,School-Elementary,0.5607035
8081010040,98006,47.5531,-122.131,Hillside Student Community School,98006,ISSAQUAH,School-Junior High/Middle,0.3435277
3023049186,98166,47.4468,-122.337,Sylvester Middle School,98166,HIGHLINE,School-Junior High/Middle,0.71978357
8029900110,98031,47.3959,-122.211,East Hill Elementary School,98031,KENT,School-Elementary,0.69196438
9367200205,98033,47.6627,-122.192,International Community School,98033,LAKE WASHINGTON,School-Alternative,0.08637182
5550300205,98126,47.5287,-122.367,Chief Sealth International High School,98126,SEATTLE,School-High,0.0399937
8820901415,98125,47.7157,-122.284,Jane Addams Middle School,98125,SEATTLE,School-Junior High/Middle,0.57251233
6018500120,98022,47.2008,-121.995,Green River College - Enumclaw Campus,98022,ENUMCLAW,School-College or University,0.27978601
3826000665,98168,47.4945,-122.303,Hilltop Elementary School,98168,HIGHLINE,School-Elementary,0.14249783
1025079086,98014,47.6668,-121.892,Riverview Learning Center,98014,RIVERVIEW,School-Alternative,1.2436386
2621660040,98118,47.5272,-122.276,Dunlap Elementary School,98118,SEATTLE,School-Elementary,0.1635507
8731982550,98023,47.3202,-122.384,Twin Lakes Elementary School,98023,FEDERAL WAY,School-Elementary,0.35262565
4324500180,98032,47.3809,-122.287,Sunnycrest Elementary School,98032,FEDERAL WAY,School-Elementary,0.22817397
1702901485,98118,47.5573,-122.282,Interagency Academy,98118,SEATTLE,School-Alternative,0.24621248
251300110,98003,47.3473,-122.314,Nautilus K-8 School,98003,FEDERAL WAY,School-Elementary,0.53224212
251300110,98003,47.3473,-122.314,Nautilus K-8 School,98003,FEDERAL WAY,School-Elementary,0.53224212
461002615,98117,47.6827,-122.376,Whittier Elementary School,98117,SEATTLE,School-Elementary,0.14927401
8091401030,98030,47.3516,-122.166,Horizon Elementary School,98042,KENT,School-Elementary,0.6756427
3924500040,98024,47.5595,-121.901,Chief Kanim Middle School,98024,SNOQUALMIE VALLEY,School-Junior High/Middle,0.71371958
9432900040,98022,47.2082,-122.009,Byron Kibler Elementary School,98022,ENUMCLAW,School-Elementary,0.60594589
2426049125,98034,47.7318,-122.239,Bastyr University,98028,LAKE WASHINGTON,School-College or University,0.58553367
2883201055,98103,47.6838,-122.332,Billings Middle School,98115,SEATTLE,School-Junior High/Middle,0.3739148
1795900360,98052,47.7279,-122.107,Sunrise Elementary School-Northshore,98052,NORTHSHORE,School-Elementary,0.07696649
9542830690,98038,47.3658,-122.017,Rock Creek Elementary School,98038,TAHOMA,School-Elementary,0.468128
1245500690,98033,47.6938,-122.213,Kirkland Middle School,98033,LAKE WASHINGTON,School-Junior High/Middle,0.61402647
7454000315,98126,47.5158,-122.376,Roxhill Elementary School,98126,SEATTLE,School-Elementary,0.28910011
2426049113,98034,47.7283,-122.238,Henry David Thoreau Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.41130631
8665050450,98029,47.5668,-122.005,Pacific Cascade Middle School,98029,ISSAQUAH,School-Junior High/Middle,0.56857751
3389900965,98116,47.5622,-122.392,Genesee Hill Elementary School,98116,SEATTLE,School-Elementary,0.32176565
6738700275,98144,47.5846,-122.291,Thurgood Marshall Elementary School,98144,SEATTLE,School-Elementary,0.60196507
3885801970,98033,47.6843,-122.212,Kirkland Middle School,98033,LAKE WASHINGTON,School-Junior High/Middle,0.64663088
9268200440,98117,47.6944,-122.366,Greenwood Elementary School,98117,SEATTLE,School-Elementary,0.5635415
2787320620,98031,47.4096,-122.172,Soos Creek Elementary School,98031,KENT,School-Elementary,0.23876118
2385200050,98059,47.4965,-122.157,Honey Dew Elementary School,98059,RENTON,School-Elementary,0.2922195
3999200780,98008,47.5828,-122.118,Spiritridge Elementary School,98008,BELLEVUE,School-Elementary,0.35912132
9471200265,98105,47.6701,-122.259,Sand Point Elementary School,98115,SEATTLE,School-Elementary,0.30571155
5379800446,98188,47.4578,-122.274,McMicken Heights Elementary School,98188,HIGHLINE,School-Elementary,0.60933686
9558200080,98148,47.4373,-122.333,Big Picture Schools,98148,HIGHLINE,School-Alternative,0.23376983
1068000375,98199,47.6427,-122.408,Catharine Blaine K-8 School,98199,SEATTLE,School-Elementary,0.35425666
6817801150,98074,47.6333,-122.034,Christa McAuliffe Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.68747891
8024200855,98115,47.6978,-122.316,Olympic View Elementary School-Seattle,98115,SEATTLE,School-Elementary,0.24644934
2826079145,98019,47.7125,-121.915,Stillwater Elementary School,98014,RIVERVIEW,School-Elementary,0.86066319
8827901060,98105,47.6691,-122.294,William Cullen Bryant Elementary School,98115,SEATTLE,School-Elementary,0.19062375
5100401411,98115,47.6924,-122.321,St. Catherine of Siena Parish School,98115,SEATTLE,School-Elementary,0.13286283
255580190,98001,47.3401,-122.282,Thomas Jefferson High School,98001,FEDERAL WAY,School-High,0.31802921
3869900120,98136,47.5404,-122.387,Gatewood Elementary School,98136,SEATTLE,School-Elementary,0.07063314
1761100190,98023,47.2884,-122.365,Sherwood Forest Elementary School-Federal Way,98023,FEDERAL WAY,School-Elementary,0.75283858
9407100730,98045,47.4431,-121.772,Opstad Elementary School,98045,SNOQUALMIE VALLEY,School-Elementary,2.56910253
1454100005,98125,47.7263,-122.289,Cedar Park Elementary School,98125,SEATTLE,School-Alternative,0.07612482
3178100065,98115,47.6743,-122.269,Sand Point School,98115,SEATTLE,School-Elementary,0.28591435
1446403145,98168,47.4862,-122.326,Cedarhurst Elementary School,98168,HIGHLINE,School-Elementary,0.12865561
6456200020,98166,47.4526,-122.357,Gregory Heights Elementary School,98166,HIGHLINE,School-Elementary,0.38451014
2767602855,98107,47.6726,-122.39,Adams Elementary School,98107,SEATTLE,School-Elementary,0.11652865
6352600680,98074,47.6487,-122.079,Elizabeth Blackwell Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.88466816
4077800026,98125,47.7081,-122.277,John Rogers Elementary School,98125,SEATTLE,School-Elementary,0.36100498
713500020,98006,47.5544,-122.147,Forest Ridge School of the Sacred Heart,98006,BELLEVUE,School-High,0.5026401
7618700112,98177,47.7705,-122.371,Syre Elementary School,98177,SHORELINE,School-Elementary,0.12015069
104540840,98023,47.3113,-122.358,Silver Lake Elementary School,98023,FEDERAL WAY,School-Elementary,0.28196314
3432501295,98155,47.7471,-122.317,Ridgecrest Elementary School,98155,SHORELINE,School-Elementary,0.14418681
5137000170,98023,47.3338,-122.337,Lake Grove Elementary School,98023,FEDERAL WAY,School-Elementary,0.57404979
4166800080,98023,47.3237,-122.337,Lake Grove Elementary School,98023,FEDERAL WAY,School-Elementary,0.14560597
7575620750,98003,47.3525,-122.304,Mark Twain Elementary School-Federal Way,98003,FEDERAL WAY,School-Elementary,0.35935324
1829700050,98155,47.7443,-122.325,Ridgecrest Elementary School,98155,SHORELINE,School-Elementary,0.4776186
9324800450,98125,47.7328,-122.288,Cedar Park Elementary School,98125,SEATTLE,School-Alternative,0.48204858
5412310170,98030,47.3766,-122.18,Martin Sortun Elementary School,98030,KENT,School-Elementary,0.43827992
5104540360,98038,47.3538,-122.004,Glacier Park Elementary School,98038,TAHOMA,School-Elementary,1.02206468
2207100635,98007,47.5983,-122.15,Jubilee REACH,98007,BELLEVUE,School-Alternative,0.12370804
5467500040,98133,47.757,-122.336,Meridian Park Elementary School,98133,SHORELINE,School-Elementary,0.1366341
2896310420,98010,47.3431,-122.03,Glacier Park Elementary School,98038,TAHOMA,School-Elementary,0.62207115
1591600307,98146,47.4993,-122.364,Shorewood Elementary School,98146,HIGHLINE,School-Elementary,0.18936303
1529300115,98103,47.6994,-122.354,Viewlands Elementary School,98177,SEATTLE,School-Elementary,0.56153528
7859960250,98072,47.7623,-122.165,Woodin Elementary School,98011,NORTHSHORE,School-Elementary,0.41266224
1250201194,98144,47.5976,-122.295,Seattle Girls School,98144,SEATTLE,School-Junior High/Middle,0.16391183
7751800080,98008,47.6346,-122.127,Eton School,98008,BELLEVUE,School-Elementary,0.06939008
1051000040,98004,47.6395,-122.214,Clyde Hill Elementary School,98004,BELLEVUE,School-Elementary,0.5760382
2489200250,98126,47.5407,-122.379,Our Lady of Guadalupe Catholic School,98126,SEATTLE,School-Elementary,0.20129188
2872100245,98117,47.6828,-122.395,Loyal Heights Elementary School,98117,SEATTLE,School-Elementary,0.37262132
1446400725,98168,47.4836,-122.332,Cedarhurst Elementary School,98168,HIGHLINE,School-Elementary,0.32432165
926069132,98077,47.7503,-122.051,East Ridge Elementary School,98077,NORTHSHORE,School-Elementary,0.71418878
122029066,98070,47.4189,-122.499,Vashon Island High School,98070,VASHON ISLAND,School-High,1.99264256
6072800170,98006,47.5708,-122.192,French-American School of Puget Sound,98040,MERCER ISLAND,School-Alternative,0.83654291
2597520580,98006,47.5451,-122.142,Hillside Student Community School,98006,ISSAQUAH,School-Junior High/Middle,1.0962134
1121000414,98126,47.5424,-122.381,Our Lady of Guadalupe Catholic School,98126,SEATTLE,School-Elementary,0.348999
2896400300,98072,47.7642,-122.149,Chrysalis School,98072,NORTHSHORE,School-K-12,0.63335398
5130000080,98028,47.7612,-122.229,Bothell High School,98011,NORTHSHORE,School-High,0.48088977
1154100515,98155,47.7555,-122.289,Brookside Elementary School,98155,SHORELINE,School-Elementary,0.07061123
4030500130,98042,47.3683,-122.164,Meridian Elementary School,98042,KENT,School-Elementary,0.45540167
7130300170,98178,47.511,-122.251,Amazing Grace Christian School,98178,SEATTLE,School-Elementary,0.40910388
8732130580,98023,47.3054,-122.38,Brigadoon Elementary School,98023,FEDERAL WAY,School-Elementary,0.39071688
6373000130,98116,47.5762,-122.412,Alki Elementary School,98116,SEATTLE,School-Elementary,0.20519488
6679000720,98038,47.3851,-122.029,Lake Wilderness Elementary School,98038,TAHOMA,School-Elementary,0.84903739
4239400920,98092,47.3162,-122.183,Green River College,98092,AUBURN,School-College or University,0.38623865
5003600120,98030,47.3641,-122.193,Kent Phoenix Academy,98030,KENT,School-Alternative,0.15737399
6150700169,98133,47.7291,-122.337,Edward S. Ingraham High School,98133,SEATTLE,School-High,0.20206894
3298300210,98008,47.6231,-122.12,Interlake High School,98008,BELLEVUE,School-High,0.47249742
3319500299,98144,47.6005,-122.306,Washington Middle School,98144,SEATTLE,School-Junior High/Middle,0.1954179
2599200460,98092,47.2957,-122.187,Chinook Elementary School,98092,AUBURN,School-Elementary,0.50308734
1689400375,98109,47.6385,-122.348,Queen Anne Elementary School,98109,SEATTLE,School-Alternative,0.05842199
4131900066,98040,47.5716,-122.204,French-American School of Puget Sound,98040,MERCER ISLAND,School-Alternative,0.38711346
7312400325,98126,47.551,-122.376,Fairmount Park Elementary School,98126,SEATTLE,School-Elementary,0.22356854
9408300380,98072,47.7443,-122.114,Sunrise Elementary School-Northshore,98052,NORTHSHORE,School-Elementary,1.19009591
6352600490,98074,47.6469,-122.081,Elizabeth Blackwell Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.86027074
8691350130,98075,47.5948,-121.983,Cascade Ridge Elementary School,98075,ISSAQUAH,School-Elementary,0.52076821
2473002700,98058,47.4494,-122.139,Fairwood Elementary School,98058,KENT,School-Elementary,0.29848562
7139800020,98118,47.5283,-122.286,Wing Luke Elementary School,98118,SEATTLE,School-Elementary,0.17578882
7214400005,98115,47.6784,-122.304,Northwest Montessori - Wedgwood,98115,SEATTLE,School-Elementary,0.31472729
985001321,98168,47.4906,-122.309,Hilltop Elementary School,98168,HIGHLINE,School-Elementary,0.39614932
8965450190,98006,47.5605,-122.117,Cougar Ridge Elementary School,98006,ISSAQUAH,School-Elementary,0.10091718
2473500110,98058,47.4458,-122.134,Fairwood Elementary School,98058,KENT,School-Elementary,0.63000904
6865200095,98103,47.6645,-122.342,Waldorf School - Kinderhaus Campus,98103,SEATTLE,School-Elementary,0.10549137
3820350120,98019,47.7349,-121.986,Cherry Valley Elementary School,98019,RIVERVIEW,School-Elementary,0.86651882
6189200345,98005,47.6342,-122.171,Cherry Crest Elementary School,98005,BELLEVUE,School-Elementary,0.44339236
7544800395,98122,47.6066,-122.304,James A. Garfield High School,98122,SEATTLE,School-High,0.14333734
9433000460,98052,47.7101,-122.108,Albert Einstein Elementary School,98052,LAKE WASHINGTON,School-Elementary,0.70969692
5017000470,98112,47.6259,-122.291,Bush School,98112,SEATTLE,School-K-12,0.23290716
7987400475,98126,47.5726,-122.373,West Seattle High School,98116,SEATTLE,School-High,0.64693098
1311200460,98001,47.3395,-122.28,Thomas Jefferson High School,98001,FEDERAL WAY,School-High,0.32955706
1773100123,98106,47.5601,-122.363,Pathfinder K-8 School,98106,SEATTLE,School-Alternative,0.29629435
6669080010,98056,47.5137,-122.189,Kennydale Elementary School,98056,RENTON,School-Elementary,0.47266407
4235400097,98199,47.6601,-122.4,Lawton Elementary School,98199,SEATTLE,School-Elementary,0.51573368
2222059099,98042,47.3727,-122.162,Meridian Elementary School,98042,KENT,School-Elementary,0.29705526
822039111,98070,47.4089,-122.459,Vashon Island High School,98070,VASHON ISLAND,School-High,0.98686062
1326049130,98028,47.7422,-122.245,Arrowhead Elementary School,98028,NORTHSHORE,School-Elementary,0.47161034
8651402660,98042,47.3613,-122.087,Cedar Valley Elementary School,98042,KENT,School-Elementary,0.24643262
6383000820,98117,47.691,-122.387,North Beach Elementary School,98117,SEATTLE,School-Elementary,0.26686623
3764800250,98034,47.7301,-122.2,Helen Keller Elementary School,98034,LAKE WASHINGTON,School-Elementary,0.41594996
6791050100,98075,47.5785,-122.054,Pine Lake Middle School,98075,ISSAQUAH,School-Junior High/Middle,0.95179861
1446400670,98168,47.4821,-122.331,John F. Kennedy Catholic High School,98168,HIGHLINE,School-High,0.28122935
2757000040,98040,47.5606,-122.222,Northwest Yeshiva High School,98040,MERCER ISLAND,School-High,0.2143977
7227800660,98056,47.4919,-122.181,Renton Technical College,98056,RENTON,School-College or University,0.24210494
2223059052,98058,47.4692,-122.162,Tiffany Park Elementary School,98058,RENTON,School-Elementary,0.82147246
7137960440,98092,47.3289,-122.17,Lea Hill Elementary School,98092,AUBURN,School-Elementary,0.36932553
8665900328,98155,47.7684,-122.304,Aldercrest Learning Center,98155,SHORELINE,School-Other Facility,0.35766497
3881900321,98144,47.5867,-122.311,Beacon Hill International Elementary School,98144,SEATTLE,School-Elementary,0.20936745
1524079028,98024,47.5654,-121.894,Fall City Elementary School,98024,SNOQUALMIE VALLEY,School-Elementary,0.30272626
626049091,98133,47.7641,-122.341,Echo Lake Elementary School,98133,SHORELINE,School-Elementary,0.42021759
6073200020,98006,47.5728,-122.179,Newport High School,98006,BELLEVUE,School-High,0.48544752
3243100050,98059,47.4853,-122.126,Briarwood Elementary School,98059,ISSAQUAH,School-Elementary,0.50901142
1693600080,98005,47.5841,-122.172,Woodridge Elementary School,98005,BELLEVUE,School-Elementary,0.54321546
7140600020,98002,47.2934,-122.215,Olympic Middle School,98002,AUBURN,School-Junior High/Middle,0.15540395
6388910280,98056,47.5318,-122.17,Newcastle Elementary School,98059,ISSAQUAH,School-Elementary,0.61560382
2524000050,98040,47.5614,-122.215,Northwest Yeshiva High School,98040,MERCER ISLAND,School-High,0.34242973
2223069120,98027,47.4649,-122.034,Maple Hills Elementary School,98059,ISSAQUAH,School-Elementary,1.52194187
1732801300,98119,47.6318,-122.365,St. Anne School,98119,SEATTLE,School-Elementary,0.32335464
1685200020,98092,47.3187,-122.18,Green River College,98092,AUBURN,School-College or University,0.4062611
9510970050,98052,47.6662,-122.083,Evergreen Middle School,98053,LAKE WASHINGTON,School-Junior High/Middle,1.05571161
7156200005,98125,47.705,-122.299,Nathan Hale High School,98125,SEATTLE,School-High,0.28898537
5316100780,98112,47.6299,-122.28,McGilvra Elementary School,98112,SEATTLE,School-Elementary,0.365529
9362000080,98040,47.5348,-122.241,Lakeridge Elementary School-Mercer Island,98040,MERCER ISLAND,School-Elementary,0.5991189
2221800080,98030,47.3585,-122.195,Meadow Ridge Elementary School,98030,KENT,School-Elementary,0.35653892
2722059075,98042,47.3689,-122.163,Meridian Elementary School,98042,KENT,School-Elementary,0.39383203
3459600440,98006,47.56,-122.144,Somerset Elementary School,98006,BELLEVUE,School-Elementary,0.41533384
6844700415,98115,47.6958,-122.29,Our Lady of the Lake School,98115,SEATTLE,School-Elementary,0.15616098
1223089016,98045,47.486,-121.726,Twin Falls Middle School,98045,SNOQUALMIE VALLEY,School-Junior High/Middle,1.00203065
8044700010,98052,47.6632,-122.153,Rose Hill Middle School,98052,LAKE WASHINGTON,School-Junior High/Middle,0.52964628
2024059130,98006,47.554,-122.19,Newport Heights Elementary School,98006,BELLEVUE,School-Elementary,0.46731073
8019700010,98177,47.7721,-122.367,Einstein Middle School,98177,SHORELINE,School-Junior High/Middle,0.25104674
1785400780,98074,47.6279,-122.037,Samantha Smith Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.66582773
4222200380,98003,47.3473,-122.305,Mark Twain Elementary School-Federal Way,98003,FEDERAL WAY,School-Elementary,0.68771337
7503000050,98028,47.7381,-122.223,Inglemoor High School,98028,NORTHSHORE,School-High,0.17543408
1592000680,98074,47.6218,-122.03,Samantha Smith Elementary School,98074,LAKE WASHINGTON,School-Elementary,0.14329343
4303200130,98106,47.5313,-122.36,David T. Denny International Middle School,98126,SEATTLE,School-Junior High/Middle,0.28260419
7731100066,98105,47.6708,-122.297,William Cullen Bryant Elementary School,98115,SEATTLE,School-Elementary,0.23765998
2770602335,98199,47.6478,-122.383,Lawton Elementary School,98199,SEATTLE,School-Elementary,0.69301973
6706200130,98178,47.4968,-122.237,Lakeridge Elementary School-Renton,98178,RENTON,School-Elementary,0.2495794
6632300567,98125,47.73,-122.315,Olympic Hills Elementary School,98125,SEATTLE,School-Elementary,0.55802449
7000100635,98004,47.5828,-122.19,Enatai Elementary School,98004,BELLEVUE,School-Elementary,0.61126754
